CUSTOMERID,LASTNAME,FIRSTNAME,GENDER,REGIONID,ID,NAME,COUNTY,STATE_CODE,STATE_CODE,STATE,REGION,ID,ID,CUSTOMERID,BROKERID,PRODUCTID,COMPLAINSTATUSID
409336,Daniel,Hart,MALE,941,941,Centreville,Fairfax County,VA,VA,Virginia,South,45,1275,409336,12476,68,9
1660017,Christine,Mason,FEMALE,514,514,Washington,Marion County,IN,IN,Indiana,Midwest,15,1276,1660017,11074,53,9
2148124,Peter,Simpson,MALE,856,856,Nashville,Davidson County,TN,TN,Tennessee,South,42,1277,2148124,11104,39,9
780758,Kathleen,Harris,FEMALE,121,121,Los Angeles,Los Angeles County,CA,CA,California,West,4,1278,780758,11116,52,9
1675393,Michael,Miller,MALE,246,246,Bristol (Town),Hartford County,CT,CT,Connecticut,Northeast,6,1279,1675393,12003,76,9
471037,Steven,Brown,MALE,133,133,Mountain View,Santa Clara County,CA,CA,California,West,4,1280,471037,11063,50,9
99757,Jimmy,Hughes,MALE,966,966,Marysville,Snohomish County,WA,WA,Washington,West,46,1281,99757,11223,78,9
2323442,Ernest,Martinez,MALE,359,359,Johns Creek,Fulton County,GA,GA,Georgia,South,10,1282,2323442,12102,20,9
2325295,Philip,Larson,MALE,64,64,Clovis,Fresno County,CA,CA,California,West,4,1283,2325295,10898,21,9
2071338,Barbara,George,FEMALE,464,464,Waukegan (Township),Lake County,IL,IL,Illinois,Midwest,14,1284,2071338,10967,63,9
1910432,Katherine,Garcia,FEMALE,66,66,Compton,Los Angeles County,CA,CA,California,West,4,1285,1910432,801,54,9
1904435,Heather,Greene,FEMALE,373,373,Davenport,Scott County,IA,IA,Iowa,Midwest,12,1286,1904435,494,78,9
241262,Juan,Henderson,MALE,802,802,Norman,Cleveland County,OK,OK,Oklahoma,South,36,1287,241262,10152,60,9
2120172,Stephen,Ross,MALE,839,839,Greenville,Greenville County,SC,SC,South Carolina,South,40,1288,2120172,9857,33,9
354911,Henry,Little,MALE,515,515,Wayne,Allen County,IN,IN,Indiana,Midwest,15,1291,354911,11715,60,9
44152,Nicole,Nichols,FEMALE,663,663,Huntersville,Mecklenburg County,NC,NC,North Carolina,South,27,1293,44152,865,19,9
2109406,Andrew,Ross,MALE,399,399,Bremen,Cook County,IL,IL,Illinois,Midwest,14,1294,2109406,11122,76,9
360961,Willie,Watkins,MALE,542,542,Cambridge,Middlesex County,MA,MA,Massachusetts,Northeast,19,1296,360961,911,23,9
2438551,Jeffrey,King,MALE,135,135,Napa,Napa County,CA,CA,California,West,4,1297,2438551,10073,73,9
1829267,Lawrence,Welch,MALE,705,705,Piscataway,Middlesex County,NJ,NJ,New Jersey,Northeast,31,1298,1829267,10979,46,9
405385,Tammy,Dixon,FEMALE,531,531,Bossier City,Bossier Parish,LA,LA,Louisiana,South,18,1299,405385,11086,47,9
2126431,Kevin,Lewis,MALE,813,813,Medford,Jackson County,OR,OR,Oregon,West,37,1300,2126431,345,44,9
2142394,Phillip,Harvey,MALE,698,698,New Brunswick,Middlesex County,NJ,NJ,New Jersey,Northeast,31,1301,2142394,10668,66,9
477868,Jessica,West,FEMALE,669,669,Bismarck,Burleigh County,ND,ND,North Dakota,Midwest,28,1303,477868,12229,74,9
1859580,Alan,Hansen,MALE,287,287,Coconut Creek,Broward County,FL,FL,Florida,South,9,1304,1859580,8385,43,9
2006438,Todd,Larson,MALE,631,631,Woodbury,Washington County,MN,MN,Minnesota,Midwest,23,1305,2006438,11788,69,9
891250,Cynthia,Fox,FEMALE,774,774,Akron,Summit County,OH,OH,Ohio,Midwest,35,1306,891250,1516,47,9
2223151,Frank,Sanchez,MALE,254,254,Hartford,Hartford County,CT,CT,Connecticut,Northeast,6,1307,2223151,355,57,9
1843249,Julie,George,FEMALE,193,193,Santee,San Diego County,CA,CA,California,West,4,1308,1843249,7841,7,9
112487,Louise,Long,FEMALE,259,259,Milford,New Haven County,CT,CT,Connecticut,Northeast,6,1309,112487,10764,61,9
497166,Emily,Gibson,FEMALE,116,116,La Mesa,San Diego County,CA,CA,California,West,4,1310,497166,12051,53,9
2126039,Keith,Gutierrez,MALE,724,724,North Las Vegas,Clark County,NV,NV,Nevada,West,33,1311,2126039,12414,36,9
183349,Albert,Kennedy,MALE,844,844,Sioux Falls,Minnehaha County/Lincoln County,SD,SD,South Dakota,Midwest,41,1312,183349,10116,22,9
285878,Sarah,Garza,FEMALE,542,542,Cambridge,Middlesex County,MA,MA,Massachusetts,Northeast,19,1313,285878,355,26,9
151093,Steven,Williams,MALE,248,248,Danbury (Town),Fairfield County,CT,CT,Connecticut,Northeast,6,1314,151093,1465,71,9
871504,Marilyn,Watkins,FEMALE,505,505,Pike,Marion County,IN,IN,Indiana,Midwest,15,1315,871504,10983,35,9
1675334,Marie,Dixon,FEMALE,851,851,Johnson City,Carter County/Washington County/Sullivan County,TN,TN,Tennessee,South,42,1316,1675334,10105,56,9
2058651,Carl,Perkins,MALE,554,554,Newton,Middlesex County,MA,MA,Massachusetts,Northeast,19,1317,2058651,11133,4,9
1818432,Helen,Ramirez,FEMALE,403,403,Chicago,Cook County/DuPage County,IL,IL,Illinois,Midwest,14,1318,1818432,11212,63,9
796916,Jessica,Ross,FEMALE,437,437,Northfield (Township),Cook County,IL,IL,Illinois,Midwest,14,1320,796916,9797,67,9
255606,Mildred,Wilson,FEMALE,277,277,Washington,District of Columbia,DC,DC,District of Columbia,South,7,1322,255606,1702,40,9
1835738,Alice,Rivera,FEMALE,521,521,Olathe,Johnson County,KS,KS,Kansas,Midwest,16,1323,1835738,10072,1,9
471641,Norma,Reed,FEMALE,265,265,Norwalk,Fairfield County,CT,CT,Connecticut,Northeast,6,1324,471641,11278,18,9
891413,Diane,Schmidt,FEMALE,678,678,Bayonne,Hudson County,NJ,NJ,New Jersey,Northeast,31,1325,891413,11118,72,9
831167,Scott,Romero,MALE,293,293,Delray Beach,Palm Beach County,FL,FL,Florida,South,9,1326,831167,9706,32,9
1808357,Clarence,Alvarez,MALE,97,97,Glendora,Los Angeles County,CA,CA,California,West,4,1327,1808357,10991,17,9
160673,Harold,Johnston,MALE,606,606,Troy,Oakland County,MI,MI,Michigan,Midwest,22,1330,160673,8858,14,9
34389,Amy,Mitchell,FEMALE,83,83,Escondido,San Diego County,CA,CA,California,West,4,1331,34389,753,44,9
1889312,Ernest,Hanson,MALE,691,691,Irvington,Essex County,NJ,NJ,New Jersey,Northeast,31,1332,1889312,10116,23,9
2398051,Kathryn,Mcdonald,FEMALE,98,98,Hacienda Heights,Los Angeles County,CA,CA,California,West,4,1333,2398051,2569,26,9
729618,Helen,Duncan,FEMALE,418,418,Grafton,McHenry County,IL,IL,Illinois,Midwest,14,1334,729618,10108,63,9
410186,Emily,Baker,FEMALE,461,461,Vernon,Lake County,IL,IL,Illinois,Midwest,14,1335,410186,10644,5,9
473751,Phyllis,Edwards,FEMALE,440,440,Oak Park (Township),Cook County,IL,IL,Illinois,Midwest,14,1336,473751,11146,71,9
892194,Jeffrey,Ellis,MALE,256,256,Manchester,Hartford County,CT,CT,Connecticut,Northeast,6,1338,892194,9893,35,9
20651,Charles,Rogers,MALE,550,550,Lynn,Essex County,MA,MA,Massachusetts,Northeast,19,1340,20651,10235,65,9
244632,Jeremy,Ellis,MALE,329,329,Pinellas Park,Pinellas County,FL,FL,Florida,South,9,1341,244632,1630,7,9
423353,Howard,Daniels,MALE,396,396,Bloomington,McLean County,IL,IL,Illinois,Midwest,14,1342,423353,10844,60,9
1837206,Patricia,Kelly,FEMALE,182,182,San Mateo,San Mateo County,CA,CA,California,West,4,1344,1837206,8949,25,9
822643,Maria,Murray,FEMALE,467,467,Wheaton,DuPage County,IL,IL,Illinois,Midwest,14,1347,822643,11160,6,9
712202,Joshua,Thompson,MALE,802,802,Norman,Cleveland County,OK,OK,Oklahoma,South,36,1348,712202,10566,77,9
817566,Patricia,Sanchez,FEMALE,770,770,Union,Broome County,NY,NY,New York,Northeast,34,1349,817566,8946,31,9
1728572,Andrew,Chapman,MALE,967,967,Olympia,Thurston County,WA,WA,Washington,West,46,1350,1728572,8984,56,9
1773783,Janice,Butler,FEMALE,960,960,Everett,Snohomish County,WA,WA,Washington,West,46,1351,1773783,10693,24,9
2036880,Donald,Arnold,MALE,839,839,Greenville,Greenville County,SC,SC,South Carolina,South,40,1352,2036880,2601,23,9
2058648,James,Alexander,MALE,488,488,Greenwood,Johnson County,IN,IN,Indiana,Midwest,15,1353,2058648,745,58,9
1707181,Gregory,Porter,MALE,603,603,St. Clair Shores,Macomb County,MI,MI,Michigan,Midwest,22,1354,1707181,978,6,9
644740,Jeremy,Walker,MALE,619,619,Duluth,St. Louis County,MN,MN,Minnesota,Midwest,23,1355,644740,1292,22,9
1773970,Elizabeth,Perkins,FEMALE,501,501,North,Lake County,IN,IN,Indiana,Midwest,15,1356,1773970,9798,39,9
1755045,Ernest,Gomez,MALE,659,659,Gastonia,Gaston County,NC,NC,North Carolina,South,27,1357,1755045,10844,73,9
1659763,Adam,Matthews,MALE,606,606,Troy,Oakland County,MI,MI,Michigan,Midwest,22,1358,1659763,12510,28,9
211919,Clarence,Medina,MALE,486,486,Franklin,Marion County,IN,IN,Indiana,Midwest,15,1359,211919,73,12,9
663492,Christina,Lawrence,FEMALE,449,449,Plainfield (Township),Will County,IL,IL,Illinois,Midwest,14,1360,663492,12181,4,9
245831,Barbara,Moreno,FEMALE,139,139,Novato,Marin County,CA,CA,California,West,4,1361,245831,473,13,9
507601,Louis,Hamilton,MALE,476,476,Center,Delaware County,IN,IN,Indiana,Midwest,15,1362,507601,12229,19,9
1796213,Jane,Willis,FEMALE,836,836,Warwick,Kent County,RI,RI,Rhode Island,Northeast,39,1363,1796213,10105,72,9
2136239,Angela,Long,FEMALE,784,784,Hamilton,Butler County,OH,OH,Ohio,Midwest,35,1364,2136239,8797,48,9
2123343,Bonnie,Wells,FEMALE,363,363,Sandy Springs,Fulton County,GA,GA,Georgia,South,10,1365,2123343,796,76,9
272267,Michelle,Shaw,FEMALE,580,580,Portland,Cumberland County,ME,ME,Maine,Northeast,21,1366,272267,597,38,9
2079580,Michael,Hanson,MALE,592,592,Kalamazoo,Kalamazoo County,MI,MI,Michigan,Midwest,22,1367,2079580,11083,32,9
1911891,Doris,Gonzales,FEMALE,347,347,The Villages,Sumter County/Marion County,FL,FL,Florida,South,9,1369,1911891,10073,51,9
1838366,Nicholas,Gibson,MALE,542,542,Cambridge,Middlesex County,MA,MA,Massachusetts,Northeast,19,1370,1838366,10426,49,9
2130452,Sean,Baker,MALE,960,960,Everett,Snohomish County,WA,WA,Washington,West,46,1371,2130452,1999,46,9
1842250,Donna,Elliott,FEMALE,646,646,Jackson,Rankin County/Hinds County/Madison County,MS,MS,Mississippi,South,25,1372,1842250,1865,19,9
723634,Albert,Ray,MALE,643,643,St. Louis,St. Louis city,MO,MO,Missouri,Midwest,24,1374,723634,11558,6,9
2007980,Kenneth,Ruiz,MALE,380,380,Boise City,Ada County,ID,ID,Idaho,West,13,1375,2007980,10217,68,9
2056418,Barbara,Vasquez,FEMALE,236,236,Highlands Ranch,Douglas County,CO,CO,Colorado,West,5,1376,2056418,9799,48,9
309489,Gary,Castillo,MALE,418,418,Grafton,McHenry County,IL,IL,Illinois,Midwest,14,1377,309489,10050,16,9
480823,Martin,Simpson,MALE,51,51,Buena Park,Orange County,CA,CA,California,West,4,1378,480823,9792,28,9
536315,Keith,Austin,MALE,337,337,Sanford,Seminole County,FL,FL,Florida,South,9,1379,536315,11134,66,9
403576,Bonnie,Rose,FEMALE,520,520,Manhattan,Riley County/Pottawatomie County,KS,KS,Kansas,Midwest,16,1380,403576,9347,33,9
1765007,Denise,Oliver,FEMALE,432,432,Naperville (Township),DuPage County,IL,IL,Illinois,Midwest,14,1381,1765007,1210,62,9
1708224,Jack,Murray,MALE,936,936,Taylorsville,Salt Lake County,UT,UT,Utah,West,44,1383,1708224,11052,61,9
548986,Mary,Mills,FEMALE,571,571,Ellicott City,Howard County,MD,MD,Maryland,South,20,1384,548986,10030,26,9
2313420,Steve,Martin,MALE,882,882,Garland,Rockwall County/Collin County/Dallas County,TX,TX,Texas,South,43,1385,2313420,8919,2,9
548604,Lawrence,Peters,MALE,934,934,South Jordan,Salt Lake County,UT,UT,Utah,West,44,1386,548604,8116,7,9
1881763,Mark,Hamilton,MALE,591,591,Grand Rapids,Kent County,MI,MI,Michigan,Midwest,22,1387,1881763,1266,70,9
2016124,Samuel,Stone,MALE,114,114,Lake Forest,Orange County,CA,CA,California,West,4,1388,2016124,7835,14,9
793184,Wayne,Gomez,MALE,981,981,Appleton,Outagamie County/Calumet County/Winnebago County,WI,WI,Wisconsin,Midwest,47,1389,793184,12589,14,9
584328,Debra,Jackson,FEMALE,740,740,Clay,Onondaga County,NY,NY,New York,Northeast,34,1391,584328,10225,65,9
2003985,Diana,Wells,FEMALE,525,525,Wichita,Sedgwick County,KS,KS,Kansas,Midwest,16,1392,2003985,9022,28,9
1755429,Gregory,Murphy,MALE,362,362,Roswell,Fulton County/Cobb County,GA,GA,Georgia,South,10,1393,1755429,11552,78,9
1786317,Shirley,Wright,FEMALE,801,801,Moore,Cleveland County,OK,OK,Oklahoma,South,36,1394,1786317,2559,26,9
1855947,Melissa,Hawkins,FEMALE,245,245,Bristol,Hartford County,CT,CT,Connecticut,Northeast,6,1395,1855947,11173,54,9
555526,Phyllis,Chavez,FEMALE,469,469,Worth (Township),Cook County,IL,IL,Illinois,Midwest,14,1397,555526,11479,71,9
666990,Kimberly,Wagner,FEMALE,511,511,Terre Haute,Vigo County,IN,IN,Indiana,Midwest,15,1398,666990,11087,11,9
889082,Nancy,Harris,FEMALE,792,792,Toledo,Lucas County,OH,OH,Ohio,Midwest,35,1399,889082,1737,62,9
829811,Phillip,Jenkins,MALE,900,900,Mission,Hidalgo County,TX,TX,Texas,South,43,1400,829811,10534,73,9
50216,Shawn,Green,MALE,322,322,Palm Bay,Brevard County,FL,FL,Florida,South,9,1401,50216,11849,49,9
741277,Gregory,Gray,MALE,37,37,Yuma,Yuma County,AZ,AZ,Arizona,West,3,1402,741277,11118,69,9
1911085,Benjamin,Lee,MALE,824,824,Lancaster,Lancaster County,PA,PA,Pennsylvania,Northeast,38,1403,1911085,10892,2,9
1785771,Helen,Spencer,FEMALE,458,458,St. Charles (Township),Kane County,IL,IL,Illinois,Midwest,14,1404,1785771,10978,12,9
1910414,Alan,Richardson,MALE,575,575,Glen Burnie,Anne Arundel County,MD,MD,Maryland,South,20,1405,1910414,1692,40,9
18283,Mark,Sullivan,MALE,828,828,Philadelphia,Philadelphia County,PA,PA,Pennsylvania,Northeast,38,1406,18283,11123,69,9
1863288,Thomas,Palmer,MALE,955,955,Virginia Beach,Virginia Beach city,VA,VA,Virginia,South,45,1407,1863288,11063,28,9
894204,Harry,Stephens,MALE,797,797,Edmond,Oklahoma County,OK,OK,Oklahoma,South,36,1408,894204,12102,33,9
294740,Margaret,Ray,FEMALE,581,581,Ann Arbor,Washtenaw County,MI,MI,Michigan,Midwest,22,1409,294740,10659,12,9
1882109,Pamela,Dixon,FEMALE,54,54,Carlsbad,San Diego County,CA,CA,California,West,4,1410,1882109,1962,69,9
358302,Todd,Patterson,MALE,230,230,Colorado Springs,El Paso County,CO,CO,Colorado,West,5,1411,358302,345,68,9
873720,Gloria,Wood,FEMALE,121,121,Los Angeles,Los Angeles County,CA,CA,California,West,4,1412,873720,1994,46,9
289582,Robin,Fuller,FEMALE,214,214,Walnut Creek,Contra Costa County,CA,CA,California,West,4,1413,289582,10379,63,9
501728,Tammy,Black,FEMALE,99,99,Hanford,Kings County,CA,CA,California,West,4,1422,501728,2316,52,9
465544,Nancy,Miller,FEMALE,836,836,Warwick,Kent County,RI,RI,Rhode Island,Northeast,39,1423,465544,8742,38,9
1708641,Joyce,Hall,FEMALE,185,185,Santa Ana,Orange County,CA,CA,California,West,4,1424,1708641,10898,69,9
827837,Phillip,Moreno,MALE,59,59,Chico,Butte County,CA,CA,California,West,4,1425,827837,11146,49,9
312977,Jennifer,Elliott,FEMALE,449,449,Plainfield (Township),Will County,IL,IL,Illinois,Midwest,14,1426,312977,1499,23,9
1803176,William,Ramos,MALE,763,763,Smithtown,Suffolk County,NY,NY,New York,Northeast,34,1427,1803176,10802,36,9
1793233,Phyllis,Price,FEMALE,322,322,Palm Bay,Brevard County,FL,FL,Florida,South,9,1431,1793233,9923,53,9
349838,Theresa,Wheeler,FEMALE,282,282,Boynton Beach,Palm Beach County,FL,FL,Florida,South,9,1432,349838,8461,22,9
793185,Richard,Bishop,MALE,449,449,Plainfield (Township),Will County,IL,IL,Illinois,Midwest,14,1433,793185,11954,36,9
1797744,Cheryl,Foster,FEMALE,684,684,Edison,Middlesex County,NJ,NJ,New Jersey,Northeast,31,1435,1797744,1695,72,9
1834731,James,Mason,MALE,417,417,Frankfort (Township),Will County,IL,IL,Illinois,Midwest,14,1442,1834731,11638,52,9
233802,Phyllis,Adams,FEMALE,577,577,Silver Spring,Montgomery County,MD,MD,Maryland,South,20,1443,233802,11487,41,9
799091,Janice,Robinson,FEMALE,276,276,West Haven (Town),New Haven County,CT,CT,Connecticut,Northeast,6,1445,799091,2696,25,9
605807,David,Mason,MALE,139,139,Novato,Marin County,CA,CA,California,West,4,1446,605807,11171,62,9
895848,Jimmy,Roberts,MALE,774,774,Akron,Summit County,OH,OH,Ohio,Midwest,35,1447,895848,2532,8,9
1942803,Douglas,Frazier,MALE,890,890,Laredo,Webb County,TX,TX,Texas,South,43,1448,1942803,11122,33,9
373407,Larry,Little,MALE,365,365,Smyrna,Cobb County,GA,GA,Georgia,South,10,1450,373407,12475,25,9
20924,Robert,Ellis,MALE,705,705,Piscataway,Middlesex County,NJ,NJ,New Jersey,Northeast,31,1451,20924,1106,74,9
844080,Keith,Jacobs,MALE,123,123,Madera,Madera County,CA,CA,California,West,4,1452,844080,1291,32,9
2306589,Wayne,Ross,MALE,867,867,Carrollton,Collin County/Denton County/Dallas County,TX,TX,Texas,South,43,1453,2306589,1201,37,9
2104613,Antonio,Mills,MALE,489,489,Hammond,Lake County,IN,IN,Indiana,Midwest,15,1454,2104613,9901,40,9
1898547,Ronald,Sullivan,MALE,287,287,Coconut Creek,Broward County,FL,FL,Florida,South,9,1455,1898547,10536,45,9
888382,Gary,Flores,MALE,179,179,San Jose,Santa Clara County,CA,CA,California,West,4,1456,888382,10337,2,9
1758547,Paula,Day,FEMALE,623,623,Lakeville,Dakota County,MN,MN,Minnesota,Midwest,23,1458,1758547,10989,15,9
471619,Chris,Sullivan,MALE,846,846,Chattanooga,Hamilton County,TN,TN,Tennessee,South,42,1460,471619,9634,74,9
358324,Angela,Smith,FEMALE,821,821,Bethlehem,Lehigh County/Northampton County,PA,PA,Pennsylvania,Northeast,38,1461,358324,10337,71,9
1675199,John,Schmidt,MALE,581,581,Ann Arbor,Washtenaw County,MI,MI,Michigan,Midwest,22,1462,1675199,11156,37,9
1786931,Helen,Price,FEMALE,583,583,Canton,Wayne County,MI,MI,Michigan,Midwest,22,1463,1786931,11621,64,9
2407312,Janice,Perkins,FEMALE,331,331,Poinciana,Polk County/Osceola County,FL,FL,Florida,South,9,1464,2407312,11788,28,9
2116035,Tina,Fernandez,FEMALE,826,826,Lower Merion,Montgomery County,PA,PA,Pennsylvania,Northeast,38,1467,2116035,1275,75,9
98195,Kimberly,Watkins,FEMALE,85,85,Florence-Graham,Los Angeles County,CA,CA,California,West,4,1468,98195,8662,52,9
676077,Laura,Gonzales,FEMALE,860,860,Arlington,Tarrant County,TX,TX,Texas,South,43,1469,676077,12356,33,9
1788944,Kenneth,Griffin,MALE,256,256,Manchester,Hartford County,CT,CT,Connecticut,Northeast,6,1470,1788944,12066,15,9
1709752,Bonnie,Wright,FEMALE,595,595,Livonia,Wayne County,MI,MI,Michigan,Midwest,22,1471,1709752,1239,62,9
2419950,Stephen,Marshall,MALE,165,165,Rialto,San Bernardino County,CA,CA,California,West,4,1472,2419950,2309,41,9
205393,Robert,Butler,MALE,783,783,Green,Hamilton County,OH,OH,Ohio,Midwest,35,1473,205393,9729,8,9
2289542,Julia,Rice,FEMALE,256,256,Manchester,Hartford County,CT,CT,Connecticut,Northeast,6,1475,2289542,9021,55,9
1897678,Raymond,Lopez,MALE,46,46,Bakersfield,Kern County,CA,CA,California,West,4,1476,1897678,12603,66,9
1807130,Jimmy,Harvey,MALE,534,534,Lake Charles,Calcasieu Parish,LA,LA,Louisiana,South,18,1477,1807130,2230,60,9
1866584,Martha,Hudson,FEMALE,940,940,Arlington,Arlington County,VA,VA,Virginia,South,45,1478,1866584,11107,38,9
158521,Bonnie,Day,FEMALE,321,321,Orlando,Orange County,FL,FL,Florida,South,9,1479,158521,2206,42,9
2088771,Julie,Foster,FEMALE,683,683,East Orange,Essex County,NJ,NJ,New Jersey,Northeast,31,1480,2088771,1956,47,9
8040,Roy,Lewis,MALE,11,11,Fayetteville,Washington County,AR,AR,Arkansas,South,2,1481,8040,10073,77,9
1822557,Walter,Fowler,MALE,513,513,Warren,Marion County,IN,IN,Indiana,Midwest,15,1482,1822557,9803,44,9
52702,CSL Group,,,571,571,Ellicott City,Howard County,MD,MD,Maryland,South,20,1483,52702,9933,24,9
2519412,Maria,Foster,FEMALE,31,31,Phoenix,Maricopa County,AZ,AZ,Arizona,West,3,1485,2519412,49,37,9
1858488,Edward,Simmons,MALE,110,110,Jurupa Valley,Riverside County,CA,CA,California,West,4,1488,1858488,12246,2,9
630942,Eugene,Hamilton,MALE,496,496,Lawrence (Township),Marion County,IN,IN,Indiana,Midwest,15,1489,630942,12428,52,9
137344,Carl,Reynolds,MALE,224,224,Arvada,Jefferson County/Adams County,CO,CO,Colorado,West,5,1490,137344,12120,49,9
1885795,Joshua,Wells,MALE,359,359,Johns Creek,Fulton County,GA,GA,Georgia,South,10,1491,1885795,11160,75,9
497166,Emily,Gibson,FEMALE,116,116,La Mesa,San Diego County,CA,CA,California,West,4,1492,497166,345,40,9
1842076,Mildred,Warren,FEMALE,102,102,Hemet,Riverside County,CA,CA,California,West,4,1493,1842076,9370,54,9
357170,Marie,Nichols,FEMALE,888,888,Irving,Dallas County,TX,TX,Texas,South,43,1494,357170,10948,23,9
727990,Lawrence,Jenkins,MALE,80,80,Elk Grove,Sacramento County,CA,CA,California,West,4,1495,727990,12333,75,9
1841028,Jack,Austin,MALE,13,13,Jonesboro,Craighead County,AR,AR,Arkansas,South,2,1497,1841028,12475,55,9
1854675,Fred,Allen,MALE,118,118,Livermore,Alameda County,CA,CA,California,West,4,1498,1854675,8991,54,9
1888810,Ronald,Lewis,MALE,349,349,Wellington,Palm Beach County,FL,FL,Florida,South,9,1499,1888810,11904,57,9
274333,Sarah,Schmidt,FEMALE,137,137,Newport Beach,Orange County,CA,CA,California,West,4,1500,274333,11044,41,9
747628,Jerry,Anderson,MALE,375,375,Dubuque,Dubuque County,IA,IA,Iowa,Midwest,12,1501,747628,9901,44,9
1850046,Scott,Hanson,MALE,667,667,Wilmington,New Hanover County,NC,NC,North Carolina,South,27,1503,1850046,11621,48,9
877340,Lillian,Franklin,FEMALE,231,231,Commerce City,Adams County,CO,CO,Colorado,West,5,1504,877340,2507,55,9
283840,Aaron,Burns,MALE,214,214,Walnut Creek,Contra Costa County,CA,CA,California,West,4,1505,283840,11558,54,9
262162,Shawn,Barnes,MALE,64,64,Clovis,Fresno County,CA,CA,California,West,4,1506,262162,12176,8,9
758227,Denise,Alexander,FEMALE,481,481,Evansville,Vanderburgh County,IN,IN,Indiana,Midwest,15,1507,758227,2322,22,9
1822120,Linda,Wilson,FEMALE,52,52,Burbank,Los Angeles County,CA,CA,California,West,4,1508,1822120,2322,21,9
2103580,Ruby,Daniels,FEMALE,166,166,Richmond,Contra Costa County,CA,CA,California,West,4,1509,2103580,9022,46,9
1800005,Ann,Roberts,FEMALE,296,296,Fort Lauderdale,Broward County,FL,FL,Florida,South,9,1510,1800005,10618,69,9
1804989,Eugene,Ramirez,MALE,947,947,Lynchburg,Lynchburg city,VA,VA,Virginia,South,45,1511,1804989,2666,54,9
1757534,James,Harrison,MALE,356,356,Augusta,Richmond County,GA,GA,Georgia,South,10,1513,1757534,11066,76,9
1856889,Janice,Miller,FEMALE,755,755,New York City,Richmond County/Queens County/Kings County/New York County/Bronx County,NY,NY,New York,Northeast,34,1514,1856889,8113,72,9
1690018,Harold,Chapman,MALE,683,683,East Orange,Essex County,NJ,NJ,New Jersey,Northeast,31,1515,1690018,9798,75,9
2055696,Maria,Taylor,FEMALE,603,603,St. Clair Shores,Macomb County,MI,MI,Michigan,Midwest,22,1516,2055696,12328,43,9
444196,Matthew,Wheeler,MALE,376,376,Iowa City,Johnson County,IA,IA,Iowa,Midwest,12,1518,444196,2659,22,9
2287339,Phyllis,Reid,FEMALE,779,779,Colerain,Hamilton County,OH,OH,Ohio,Midwest,35,1519,2287339,10297,38,9
127482,Cynthia,Sims,FEMALE,832,832,Upper Darby,Delaware County,PA,PA,Pennsylvania,Northeast,38,1520,127482,8965,71,9
628977,Eric,Stanley,MALE,37,37,Yuma,Yuma County,AZ,AZ,Arizona,West,3,1521,628977,9892,1,9
646149,Larry,Tucker,MALE,220,220,Woodland,Yolo County,CA,CA,California,West,4,1522,646149,10676,29,9
2243321,Judy,Matthews,FEMALE,403,403,Chicago,Cook County/DuPage County,IL,IL,Illinois,Midwest,14,1523,2243321,11158,16,9
840244,Joan,Castillo,FEMALE,469,469,Worth (Township),Cook County,IL,IL,Illinois,Midwest,14,1524,840244,645,9,9
895592,William,Shaw,MALE,20,20,Casa Grande,Pinal County,AZ,AZ,Arizona,West,3,1525,895592,11806,50,9
781572,Brandon,Hamilton,MALE,861,861,Atascocita,Harris County,TX,TX,Texas,South,43,1526,781572,12181,76,9
691711,Irene,Medina,FEMALE,658,658,Fayetteville,Cumberland County,NC,NC,North Carolina,South,27,1527,691711,11263,10,9
1765925,Ralph,Stephens,MALE,457,457,Springfield,Sangamon County,IL,IL,Illinois,Midwest,14,1528,1765925,1239,31,9
363805,Kevin,Owens,MALE,429,429,Milton,DuPage County,IL,IL,Illinois,Midwest,14,1529,363805,781,63,9
561259,William,Mccoy,MALE,892,892,Lewisville,Denton County/Dallas County,TX,TX,Texas,South,43,1530,561259,9647,49,9
2257763,Kenneth,Ramirez,MALE,481,481,Evansville,Vanderburgh County,IN,IN,Indiana,Midwest,15,1531,2257763,11011,73,9
607158,Virginia,Ramirez,FEMALE,494,494,Kokomo,Howard County,IN,IN,Indiana,Midwest,15,1532,607158,11932,67,9
1846846,Adam,Webb,MALE,87,87,Folsom,Sacramento County,CA,CA,California,West,4,1533,1846846,10160,7,9
2136261,Andrew,Griffin,MALE,902,902,New Braunfels,Comal County/Guadalupe County,TX,TX,Texas,South,43,1534,2136261,10443,13,9
661516,Phyllis,Rivera,FEMALE,259,259,Milford,New Haven County,CT,CT,Connecticut,Northeast,6,1535,661516,10116,40,9
2008224,Teresa,Henry,FEMALE,632,632,Blue Springs,Jackson County,MO,MO,Missouri,Midwest,24,1536,2008224,12229,68,9
893284,Joe,Scott,MALE,56,56,Carson,Los Angeles County,CA,CA,California,West,4,1537,893284,207,5,9
81014,Martin,Washington,MALE,183,183,San Rafael,Marin County,CA,CA,California,West,4,1538,81014,11822,27,9
568720,Joe,Fields,MALE,897,897,McKinney,Collin County,TX,TX,Texas,South,43,1539,568720,8063,67,9
2092556,Mary,Holmes,FEMALE,54,54,Carlsbad,San Diego County,CA,CA,California,West,4,1540,2092556,11154,40,9
2036587,Brandon,Davis,MALE,368,368,Honolulu,Honolulu County,HI,HI,Hawaii,West,11,1541,2036587,11653,30,9
